id,title,company,city,salary,education,experience,job_type,skills,benefits,description,requirements,publish_date,contact_person,phone,email,address,source,status,views,applications
53,医院护理员,医院345,苏州,8000-10000元/月,护理专业优先,不限,实习,耐心细心、血糖监测、体位护理、翻身护理、无传染病、康复护理,交通补贴、培训机会、加班费、晋升空间、生日福利、意外保险,在医院345担任医院护理员，负责日常护理工作，具备良好的沟通能力和责任心。,工作经验：不限；年龄要求：48岁以下；性别要求：女；技能要求：身体健康、血糖监测、责任心强、药物管理、无传染病、营养配餐、体位护理；其他要求：身体健康，无传染病史，有爱心和责任心；学历要求：大专,2025-08-23,阎辉,18960314004,sufang@example.com,甘肃省琳市海陵哈尔滨街G座 399642,51job,招聘中,114,25
54,术后护理员,养老服务公司567,海口,11523元/月,高中,1-3年,临时,药物管理、责任心强、吸痰护理,五险一金、加班费、生日福利,招聘术后护理员，工作地点在海口，要求身体健康，有爱心，能吃苦耐劳。,年龄要求：18岁以下；工作经验：1-3年；技能要求：按摩技能、心理护理、翻身护理、鼻饲护理、无传染病、沟通技巧、基础护理,2025-08-24,刘想,18812765990,taojie@example.org,北京市杭州市大东陈街E座 610188,Boss直聘,已结束,428,23
55,高级护理员,医疗护理公司648,武汉,5000-6000元/月,本科,1年以下,短期,有爱心、导尿护理、吸痰护理、伤口护理、鼻饲护理、血压测量,节日福利、年终奖、绩效奖金、晋升空间、生日福利,招聘高级护理员，工作地点在武汉，要求身体健康，有爱心，能吃苦耐劳。,其他要求：身体健康，无传染病史，有爱心和责任心；年龄要求：39岁以下；性别要求：女；工作经验：1年以下,2025-09-18,曹英,13085814685,minbai@example.com,辽宁省永安市萧山南宁路i座 794075,拉勾网,招聘中,699,10
56,术后护理员,健康管理公司439,北京,10000-12000元/月,本科,3-5年,全职,按摩技能、血压测量、有爱心、鼻饲护理、药物管理、沟通技巧,绩效奖金、生日福利、加班费、节日福利、五险一金、交通补贴,为术后护理员岗位，主要工作内容包括生活护理、医疗护理等，要求有相关经验。,年龄要求：55岁以下；学历要求：中专；其他要求：身体健康，无传染病史，有爱心和责任心；技能要求：有爱心、心理护理、导尿护理、责任心强、体位护理、吸痰护理、基础护理,2025-09-08,徐岩,13453455050,songguiying@example.net,山西省辽阳市长寿李街f座 707091,拉勾网,已暂停,857,44
57,老年护理员,健康产业公司657,南昌,6000-8000元/月,高中,3-5年,短期,鼻饲护理、沟通技巧、药物管理、导尿护理、耐心细心、血糖监测,交通补贴、住宿补贴、五险一金、晋升空间、年终奖,为老年护理员岗位，主要工作内容包括生活护理、医疗护理等，要求有相关经验。,性别要求：不限；其他要求：身体健康，无传染病史，有爱心和责任心；工作经验：5-10年；学历要求：高中；年龄要求：39岁以下,2025-08-24,梁秀兰,15640250902,guiying14@example.org,辽宁省坤市海陵西宁路n座 546065,51job,已结束,337,42
58,残疾人护理员,医疗集团309,天津,12000-15000元/月,高中,5-10年,兼职,心理护理、吸痰护理、耐心细心、医疗护理、营养配餐、责任心强、药物管理、翻身护理,晋升空间、加班费、交通补贴、意外保险、年终奖,负责残疾人护理员工作，为患者提供专业的护理服务，确保患者安全和舒适。,工作经验：5-10年；性别要求：不限；年龄要求：19岁以下,2025-09-05,来秀珍,15931414914,sjin@example.net,甘肃省慧县金平李路A座 227282,Boss直聘,招聘中,797,5
59,术后护理员,健康管理公司537,上海,3000-4000元/月,大专,3-5年,短期,基础护理、安全防护、药物管理、血压测量、按摩技能、鼻饲护理,住宿补贴、节日福利、包吃包住,为术后护理员岗位，主要工作内容包括生活护理、医疗护理等，要求有相关经验。,年龄要求：39岁以下；技能要求：鼻饲护理、耐心细心、责任心强、心理护理、身体健康、血压测量、吃苦耐劳、营养配餐；性别要求：男；其他要求：身体健康，无传染病史，有爱心和责任心,2025-09-08,李健,13989677269,guiying41@example.com,湖北省建国县沙湾阎街l座 346653,51job,已结束,507,34
60,护工,康复中心981,海口,15000-20000元/月,中专,不限,实习,康复护理、伤口护理、身体健康、鼻饲护理,绩效奖金、意外保险、带薪年假、住宿补贴、节日福利、五险一金,需要护工，负责照顾患者日常生活，协助医疗护理，提供专业服务。,技能要求：按摩技能、体位护理、安全防护、康复护理；年龄要求：19岁以下；工作经验：1-3年；其他要求：身体健康，无传染病史，有爱心和责任心,2025-09-05,李宇,14746510002,yugang@example.org,四川省建县孝南贵阳街a座 343675,Boss直聘,已结束,573,34
61,重症护理员,护理站243,南昌,12876元/月,中专,不限,临时,导尿护理、吃苦耐劳、无传染病、鼻饲护理、责任心强、翻身护理、安全防护、营养配餐,晋升空间、生日福利、加班费、包吃包住,招聘重症护理员，工作地点在南昌，要求身体健康，有爱心，能吃苦耐劳。,其他要求：身体健康，无传染病史，有爱心和责任心；技能要求：安全防护、医疗护理、按摩技能、耐心细心；工作经验：不限；年龄要求：38岁以下,2025-09-04,童利,13684898856,txu@example.net,甘肃省坤县萧山尹街C座 133289,拉勾网,已结束,648,29
62,残疾人护理员,家政服务公司718,呼和浩特,8000-10000元/月,不限,5-10年,白班,医疗护理、血糖监测、安全防护、基础护理、无传染病,节日福利、加班费,需要残疾人护理员，负责照顾患者日常生活，协助医疗护理，提供专业服务。,年龄要求：60岁以下；工作经验：5-10年；技能要求：有爱心、血压测量、营养配餐、导尿护理、康复护理、医疗护理,2025-09-13,陆秀梅,14515705217,yang16@example.com,重庆市澳门县清浦汕尾路A座 918885,拉勾网,招聘中,207,34
63,护理员,养老院559,深圳,10000-12000元/月,本科,1年以下,临时,医疗护理、沟通技巧、导尿护理、基础护理、吸痰护理、身体健康,节日福利、五险一金、住宿补贴,负责护理员工作，为患者提供专业的护理服务，确保患者安全和舒适。,工作经验：不限；技能要求：血压测量、血糖监测、体位护理、翻身护理、康复护理；年龄要求：29岁以下；其他要求：身体健康，无传染病史，有爱心和责任心,2025-08-23,李东,18186075991,juan72@example.com,河南省琳市涪城崔街d座 280198,智联招聘,已结束,498,13
64,康复护理员,健康产业公司328,上海,8175元/月,高中,1-3年,全职,基础护理、沟通技巧、康复护理、导尿护理,带薪年假、五险一金、培训机会、加班费,为康复护理员岗位，主要工作内容包括生活护理、医疗护理等，要求有相关经验。,性别要求：不限；年龄要求：18岁以下；学历要求：护理专业优先；其他要求：身体健康，无传染病史，有爱心和责任心；工作经验：5-10年；技能要求：血压测量、心理护理、安全防护、医疗护理、药物管理、按摩技能、体位护理、营养配餐,2025-09-14,郑文,13166210911,bdong@example.com,上海市沈阳县秀英兰州路c座 405919,猎聘网,已暂停,684,36
65,病患护理员,健康产业公司975,合肥,20000-25000元/月,护理专业优先,3-5年,全职,血糖监测、基础护理、吃苦耐劳、责任心强、营养配餐、鼻饲护理,五险一金、意外保险、节日福利,为病患护理员岗位，主要工作内容包括生活护理、医疗护理等，要求有相关经验。,性别要求：不限；年龄要求：36岁以下；技能要求：翻身护理、伤口护理、身体健康、体位护理、按摩技能,2025-08-23,王颖,15010311564,vdeng@example.net,河南省凤兰市东城乌鲁木齐路M座 590866,51job,已暂停,70,36
66,护理员,医院956,福州,4000-5000元/月,护理专业优先,3-5年,全职,吃苦耐劳、医疗护理、耐心细心、安全防护、身体健康,交通补贴、生日福利、加班费、带薪年假,负责护理员工作，为患者提供专业的护理服务，确保患者安全和舒适。,学历要求：初中；其他要求：身体健康，无传染病史，有爱心和责任心；性别要求：男；技能要求：营养配餐、导尿护理、责任心强；工作经验：10年以上,2025-09-07,王畅,13529399244,zhangyang@example.net,青海省洁市合川张路y座 748843,51job,已暂停,798,24
67,护理员,社区卫生服务中心591,南京,6087元/月,初中,10年以上,白班,沟通技巧、鼻饲护理、吃苦耐劳、按摩技能、心理护理、吸痰护理、翻身护理、有爱心,健康体检、餐补、晋升空间、带薪年假、生日福利、包吃包住,为护理员岗位，主要工作内容包括生活护理、医疗护理等，要求有相关经验。,其他要求：身体健康，无传染病史，有爱心和责任心；年龄要求：20岁以下；性别要求：男,2025-08-26,林婷,13411253603,liuxia@example.net,河南省上海县沙湾台北街E座 715328,Boss直聘,已结束,439,34
68,养老护理员,医疗集团30,乌鲁木齐,10000-12000元/月,高中,5-10年,临时,翻身护理、无传染病、营养配餐、医疗护理、伤口护理、吸痰护理,晋升空间、健康体检,招聘养老护理员，工作地点在乌鲁木齐，要求身体健康，有爱心，能吃苦耐劳。,其他要求：身体健康，无传染病史，有爱心和责任心；技能要求：沟通技巧、体位护理、基础护理、安全防护、急救技能、康复护理、医疗护理、无传染病；工作经验：不限；年龄要求：53岁以下；学历要求：本科,2025-08-27,周萍,18142994757,bshi@example.net,广东省郑州县门头沟辽阳路p座 790913,猎聘网,已暂停,570,26
69,康复护理员,医院481,郑州,15000-20000元/月,中专,不限,全职,有爱心、药物管理、吸痰护理,五险一金、餐补、年终奖、带薪年假、培训机会,负责康复护理员工作，为患者提供专业的护理服务，确保患者安全和舒适。,其他要求：身体健康，无传染病史，有爱心和责任心；技能要求：有爱心、鼻饲护理、体位护理、导尿护理、生活护理、沟通技巧、吸痰护理、营养配餐；年龄要求：46岁以下；性别要求：女,2025-09-10,陈芳,14564894253,yanyan@example.com,澳门特别行政区云市怀柔杨街T座 121721,Boss直聘,已暂停,495,30
70,居家护理员,康复中心441,沈阳,12895元/月,大专,不限,全职,鼻饲护理、吸痰护理、导尿护理,包吃包住、带薪年假,需要居家护理员，负责照顾患者日常生活，协助医疗护理，提供专业服务。,学历要求：大专；其他要求：身体健康，无传染病史，有爱心和责任心；年龄要求：45岁以下；工作经验：5-10年；技能要求：康复护理、血压测量、体位护理、有爱心、耐心细心、伤口护理、生活护理、安全防护,2025-09-13,乐利,13170594338,qqiao@example.net,香港特别行政区南昌县华龙王街f座 312866,拉勾网,已结束,346,39
